,height,name,position,weight
1572,74,Stansly Maponga,DE,265
1573,76,Cliff Matthews,DE,268
1574,75,Osi Umenyiora,DE,255
1575,76,Tyson Jackson,DT,296
1576,75,Corey Peters,DT,305
1577,76,Paul Soliai,DT,345
1578,74,Joplo Bartu,LB,230
1579,75,Kroy Biermann,LB,255
1580,74,Jonathan Massaquoi,LB,264
1581,72,Prince Shembo,LB,254
1582,72,Marquis Spruill,LB,224
1583,77,Tyler Starr,LB,250
1584,74,Nathan Stupar,LB,240
1585,74,Sean Weatherspoon,LB,244
1586,72,Paul Worrilow,LB,230
1587,70,Robert Alford,CB,186
1588,69,Ricardo Allen,CB,187
1589,69,Javier Arenas,CB,197
1590,69,Robert McClain,CB,195
1591,72,Desmond Trufant,CB,190
1592,69,Josh Wilson,CB,188
1593,72,Sean Baker,DB,209
1594,72,Kemal Ishmael,SS,206
1595,72,William Moore,SS,221
1596,71,Charles Godfrey,FS,210
1597,71,Dwight Lowery,FS,212
1598,74,Zeke Motta,FS,215
1599,73,Dezmen Southward,FS,210
1600,69,Matt Bryant,PK,203
1601,72,Matt Bosher,P,208
1602,78,Derek Anderson,QB,230
1603,77,Cam Newton,QB,245
1604,76,Joe Webb,QB,230
1605,70,Jonathan Stewart,RB,235
1606,70,Fozzy Whittaker,RB,205
1607,69,DeAngelo Williams,RB,215
1608,69,Mike Tolbert,FB,245
1609,77,Kelvin Benjamin,WR,240
1610,75,Brenton Bersin,WR,210
1611,71,Philly Brown,WR,180
1612,73,Jerricho Cotchery,WR,205
1613,70,De'Andre Presley,WR,190
1614,73,Richie Brockel,TE,255
1615,76,Ed Dickson,TE,255
1616,77,Greg Olsen,TE,253
1617,76,Brandon Williams,TE,250
1618,76,Brian Folkerts,C,310
1619,74,J.J. Jansen,C,240
1620,74,Ryan Kalil,C,300
1621,75,Kevin Matthews,C,300
1622,76,Edmund Kugbila,OL,325
1623,77,Byron Bell,OT,340
1624,76,Nate Chandler,OT,315
1625,80,David Foucault,OT,305
1626,76,Kevin Hughes,OT,315
1627,77,Mike Remmers,OT,300
1628,76,Chris Scott,OT,345
1629,75,Garry Williams,OT,315
1630,78,Andrew Norwell,OG,310
1631,76,Amini Silatolu,OG,315
1632,75,Trai Turner,OG,320
1633,76,Fernando Velasco,OG,310
1634,75,Mario Addison,DE,260
1635,76,Frank Alexander,DE,270
1636,76,Kony Ealy,DE,275
1637,76,Greg Hardy,DE,275
1638,77,Wes Horton,DE,270
1639,74,Charles Johnson,DE,285
1640,74,Colin Cole,DT,330
1641,75,Dwan Edwards,DT,305
1642,74,Star Lotulelei,DT,320
1643,73,Kyle Love,DT,315
1644,75,Kawann Short,DT,315
1645,75,Chase Blackburn,LB,240
1646,73,Thomas Davis,LB,235
1647,73,Adarius Glanton,LB,230
1648,76,Ben Jacobs,LB,245
1649,73,A.J. Klein,LB,245
1650,75,Luke Kuechly,LB,238
1651,73,Kevin Reddick,LB,246
1652,71,Bené Benwikere,CB,195
1653,72,Josh Norman,CB,195
1654,73,Melvin White,CB,205
1655,72,Carrington Byndom,DB,180
1656,73,James Dockery,DB,185
1657,72,Colin Jones,DB,205
1658,73,Roman Harper,SS,205
1659,73,Robert Lester,SS,225
1660,73,Tre Boston,FS,205
1661,74,Thomas DeCoud,FS,195
1662,74,Graham Gano,PK,205
1663,74,Brad Nortman,P,210
1664,72,Drew Brees,QB,209
1665,77,Ryan Griffin,QB,206
1666,76,Luke McCown,QB,217
1667,73,Travaris Cadet,RB,210
1668,69,Mark Ingram,RB,215
1669,72,Khiry Robinson,RB,220
1670,71,Pierre Thomas,RB,215
1671,74,Austin Johnson,FB,240
1672,76,Erik Lorig,FB,250
1673,78,Brandon Coleman,WR,225
1674,76,Marques Colston,WR,225
1675,70,Brandin Cooks,WR,189
1676,75,Seantavius Jones,WR,200
1677,74,Robert Meachem,WR,215
1678,69,Jalen Saunders,WR,165
1679,72,Kenny Stills,WR,194
1680,72,Andy Tanner,WR,183
1681,76,Nick Toon,WR,218
1682,79,Jimmy Graham,TE,265
1683,77,Josh Hill,TE,250
1684,75,Benjamin Watson,TE,255
1685,73,Justin Drescher,C,235
1686,75,Jonathan Goodwin,C,318
1687,76,Tim Lelito,C,315
1688,77,Terron Armstead,OT,304
1689,78,Nick Becton,OT,323
1690,78,Bryce Harris,OT,300
1691,79,Zach Strief,OT,320
1692,76,Jahri Evans,OG,318
1693,75,Ben Grubbs,OG,310
1694,75,Senio Kelemete,OG,300
1695,76,Brandon Deaderick,DE,305
1696,76,Glenn Foster,DE,285
1697,77,Akiem Hicks,DE,324
1698,76,Cameron Jordan,DE,287
1699,74,Cheta Ozougwu,DE,255
1700,75,Tyrunn Walker,DE,294
1701,74,Brodrick Bunkley,DT,306
1702,75,John Jenkins,DT,359
1703,77,Lawrence Virgil,DT,290
1704,74,Kasim Edebali,LB,253
1705,73,Moise Fokou,LB,243
1706,73,Jerry Franklin,LB,245
1707,74,Junior Galette,LB,258
1708,72,Parys Haralson,LB,255
1709,72,David Hawthorne,LB,246
1710,71,Ramon Humber,LB,232
1711,73,Kyle Knox,LB,220
1712,72,Curtis Lofton,LB,241
1713,75,Ronald Powell,LB,237
1714,75,Stan Jean-Baptiste,CB,218
1715,73,Keenan Lewis,CB,208
1716,71,Patrick Robinson,CB,191
1717,73,Corey White,CB,205
1718,73,Marcus Ball,DB,209
1719,72,A.J. Davis,DB,183
1720,72,Brian Dixon,DB,195
1721,70,Terrence Frederick,DB,187
1722,73,Ty Zimmerman,DB,204
1723,71,Vinnie Sunseri,S,210
1724,70,Jamarca Sanford,SS,200
1725,72,Kenny Vaccaro,SS,214
1726,71,Rafael Bush,FS,200
1727,70,Jairus Byrd,FS,203
1728,74,Pierre Warren,FS,200
1729,72,Shayne Graham,PK,210
1730,76,Thomas Morstead,P,235
1731,78,Mike Glennon,QB,225
1732,77,Seth Lobato,QB,230
1733,76,Josh McCown,QB,213
1734,70,Mike James,RB,223
1735,69,Doug Martin,RB,215
1736,68,Bobby Rainey,RB,212
1737,72,Charles Sims,RB,214
1738,71,Jorvorskie Lane,FB,258
1739,77,Mike Evans,WR,231
1740,69,Robert Herron,WR,193
1741,77,Vincent Jackson,WR,230
1742,73,Tavarres King,WR,200
1743,74,Louis Murphy,WR,200
1744,69,Solomon Patton,WR,177
1745,73,Russell Shepard,WR,195
1746,77,Cameron Brate,TE,235
1747,75,Brandon Myers,TE,256
1748,74,Evan Rodriguez,TE,239
1749,77,Austin Seferian-Jenkins,TE,262
1750,77,Luke Stocker,TE,253
1751,75,Josh Allen,C,315
1752,74,Andrew DePaola,C,230
1753,74,Evan Dietrich-Smith,C,308
1754,78,Garrett Gilkey,C,315
1755,77,Anthony Collins,OT,315
1756,76,Oniel Cousins,OT,315
1757,81,Demar Dotson,OT,315
1758,77,Kevin Pamphile,OT,310
1759,76,Kadeem Edwards,OG,313
1760,76,Logan Mankins,OG,308
1761,76,Patrick Omameh,OG,305
1762,76,Da'Quan Bowers,DE,288
1763,75,Adrian Clayborn,DE,280
1764,74,Larry English,DE,255
1765,74,T.J. Fatinikun,DE,250
1766,78,William Gholston,DE,281
1767,79,Michael Johnson,DE,270
1768,75,Lawrence Sidbury,DE,269
1769,74,Jacquies Smith,DE,260
1770,76,Gerald McCoy,DT,300
1771,74,Clinton McDonald,DT,297
1772,73,Akeem Spence,DT,307
1773,75,George Uko,DT,284
1774,73,Lavonte David,LB,233
1775,74,Dane Fletcher,LB,245
1776,73,Mason Foster,LB,241
1777,73,Danny Lansanah,LB,255
1778,73,Orie Lemon,LB,242
1779,71,Brandon Magee,LB,255
1780,73,Jason Williams,LB,245
1781,74,Johnthan Banks,CB,185
1782,72,Isaiah Frey,CB,190
1783,70,Mike Jenkins,CB,197
1784,70,Leonard Johnson,CB,202
1785,74,Jocquel Skinner,CB,175
1786,70,Alterraun Verner,CB,187
1787,71,Brandon Dixon,DB,203
1788,71,C.J. Wilson,DB,187
1789,73,Bradley McDougald,SS,209
1790,71,Major Wright,SS,204
1791,74,Dashon Goldson,FS,200
1792,70,Keith Tandy,FS,205
1793,67,Patrick Murray,PK,160
1794,71,Michael Koenen,P,198
1795,74,Ryan Fitzpatrick,QB,223
1796,73,Case Keenum,QB,205
1797,74,Thad Lewis,QB,219
1798,78,Ryan Mallett,QB,245
1799,76,Tom Savage,QB,228
1800,74,Alfred Blue,RB,223
1801,73,Arian Foster,RB,227
1802,70,Jonathan Grimes,RB,209
1803,73,Jay Prosch,FB,256
1804,70,Alan Bonner,WR,190
1805,73,DeAndre Hopkins,WR,218
1806,75,Andre Johnson,WR,230
1807,68,Damaris Johnson,WR,175
1808,71,Keshawn Martin,WR,194
1809,73,DeVier Posey,WR,210
1810,76,Anthony Denham,TE,235
1811,77,C.J. Fiedorowicz,TE,265
1812,75,Garrett Graham,TE,243
1813,78,Ryan Griffin,TE,254
1814,76,Chris Myers,C,286
1815,70,Jonathan Weeks,C,246
1816,79,Jeff Adams,OT,305
1817,76,Duane Brown,OT,303
1818,78,Tyson Clabo,OT,315
1819,78,Derek Newton,OT,313
1820,79,Bryan Witzmann,OT,311
1821,78,Will Yeatman,OT,315
1822,77,Brandon Brooks,OG,335
1823,75,Ben Jones,OG,308
1824,76,Xavier Su'a-Filo,OG,307
1825,75,Cody White,OG,303
1826,76,Keith Browner,DE,288
1827,76,Jared Crick,DE,285
1828,75,Jeoffrey Pagan,DE,310
1829,77,J.J. Watt,DE,289
1830,75,Tim Jamison,DT,287
1831,74,Louis Nix III,DT,331
1832,74,Ryan Pickett,DT,340
1833,74,Jerrell Powe,DT,331
1834,75,Jason Ankrah,LB,262
1835,75,Max Bullough,LB,249
1836,77,Jadeveon Clowney,LB,266
1837,75,Brian Cushing,LB,249
1838,73,Akeem Dent,LB,239
1839,76,Whitney Mercilus,LB,258
1840,75,Mike Mohamed,LB,238
1841,75,Brooks Reed,LB,254
1842,73,John Simon,LB,252
1843,75,Jeff Tarpinian,LB,240
1844,75,Justin Tuggle,LB,249
1845,72,A.J. Bouye,CB,191
1846,70,Kareem Jackson,CB,188
1847,71,Johnathan Joseph,CB,188
1848,70,Josh Aubrey,DB,207
1849,70,Andre Hal,DB,188
1850,70,Darryl Morris,DB,188
1851,70,Eddie Pleasant,DB,210
1852,72,Jumal Rolle,DB,188
1853,75,Lonnie Ballentine,S,215
1854,71,Danieal Manning,SS,212
1855,70,D.J. Swearinger,SS,208
1856,72,Kendrick Lewis,FS,198
1857,69,Randy Bullock,PK,206
1858,74,Shane Lechler,P,237
1859,76,Matt Hasselbeck,QB,235
1860,76,Andrew Luck,QB,240
1861,70,Vick Ballard,RB,226
1862,70,Ahmad Bradshaw,RB,217
1863,70,Daniel Herron,RB,212
1864,70,Michael Hill,RB,210
1865,69,Trent Richardson,RB,225
1866,72,Zurlon Tipton,RB,231
1867,73,Joshua Cribbs,WR,192
1868,69,T.Y. Hilton,WR,178
1869,74,Donte Moncrief,WR,221
1870,73,Hakeem Nicks,WR,208
1871,72,Reggie Wayne,WR,203
1872,75,Dwayne Allen,TE,265
1873,78,Jack Doyle,TE,267
1874,78,Coby Fleener,TE,251
1875,76,Jonotthan Harrison,C,308
1876,75,Khaled Holmes,C,309
1877,73,Matt Overton,C,242
1878,73,A.Q. Shipley,C,307
1879,79,Anthony Castonzo,OT,311
1880,79,Gosder Cherilus,OT,316
1881,81,Matt Hall,OT,324
1882,77,Ulrick John,OT,300
1883,78,Xavier Nixon,OT,330
1884,77,David Arkin,OG,307
1885,75,Lance Louis,OG,330
1886,78,Jack Mewhort,OG,308
1887,79,Joe Reitz,OG,325
1888,76,Donald Thomas,OG,303
1889,75,Hugh Thornton,OG,336
1890,75,Ricky Jean Francois,DE,297
1891,75,Arthur Jones,DE,337
1892,76,Fili Moala,DE,308
1893,76,Cory Redding,DE,318
1894,72,Josh Chapman,DT,340
1895,76,Montori Hughes,DT,350
1896,74,Zach Kerr,DT,335
1897,74,Jeris Pendleton,DT,323
1898,77,Daniel Adongo,LB,270
1899,72,Jerrell Freeman,LB,240
1900,73,Andrew Jackson,LB,254
1901,72,D'Qwell Jackson,LB,240
1902,75,Cam Johnson,LB,260
1903,72,Shawn Loiseau,LB,236
1904,72,Josh McNary,LB,251
1905,76,Aaron Morgan,LB,250
1906,72,Henoc Muamba,LB,242
1907,75,Jonathan Newsome,LB,251
1908,75,Shaun Phillips,LB,255
1909,75,Andy Studebaker,LB,255
1910,74,Erik Walden,LB,250
1911,75,Bjoern Werner,LB,257
1912,70,Darius Butler,CB,188
1913,71,Vontae Davis,CB,207
1914,74,Sheldon Price,CB,198
1915,72,Greg Toler,CB,190
1916,73,Jalil Brown,DB,207
1917,72,Dewey McDonald,DB,220
1918,71,Mike Adams,SS,200
1919,70,Colt Anderson,FS,194
1920,74,Sergio Brown,FS,217
1921,71,Josh Gordy,FS,196
1922,71,Delano Howell,FS,196
1923,72,LaRon Landry,FS,226
1924,72,Adam Vinatieri,PK,209
1925,73,Pat McAfee,P,240
1926,77,Blake Bortles,QB,232
1927,75,Chad Henne,QB,230
1928,74,Stephen Morris,QB,218
1929,72,Toby Gerhart,RB,231
1930,72,Storm Johnson,RB,216
1931,72,Denard Robinson,RB,197
1932,70,Jordan Todman,RB,198
1933,71,Bradie Ewing,FB,243
1934,71,Will Ta'ufo'ou,FB,247
1935,73,Justin Blackmon,WR,210
1936,73,Damian Copeland,WR,182
1937,74,Tandon Doss,WR,205
1938,73,Allen Hurns,WR,195
1939,72,Marqise Lee,WR,192
1940,74,Allen Robinson,WR,210
1941,67,Ace Sanders,WR,178
1942,72,Cecil Shorts III,WR,202
1943,77,Tommy Streeter,WR,215
1944,75,Clay Harbor,TE,255
1945,77,Nic Jacobs,TE,269
1946,78,Marcedes Lewis,TE,272
1947,78,Fendi Onobun,TE,260
1948,78,Luke Bowanko,C,300
1949,75,Jacques McClendon,C,324
1950,72,Carson Tinker,C,233
1951,78,Luke Joeckel,OT,306
1952,79,Austin Pasztor,OT,308
1953,78,Josh Wells,OT,310
1954,80,Sam Young,OT,316
1955,76,Zane Beadles,OG,305
1956,78,Brandon Linder,OG,311
1957,75,Tyler Shatley,OG,300
1958,75,Tyson Alualu,DE,295
1959,77,Andre Branch,DE,265
1960,76,Red Bryant,DE,323
1961,75,Chris Clemons,DE,254
1962,74,Ryan Davis,DE,260
1963,75,Ziggy Hood,DE,300
1964,76,Abry Jones,DE,312
1965,73,Chris Smith,DE,266
1966,74,Sen'Derrick Marks,DT,294
1967,74,Roy Miller,DT,310
1968,76,A.J. Edds,LB,256
1969,74,Khairi Fortt,LB,240
1970,71,Jeremiah George,LB,219
1971,73,Geno Hayes,LB,226
1972,71,John Lotulelei,LB,233
1973,74,Paul Posluszny,LB,242
1974,73,LaRoy Reynolds,LB,243
1975,75,Telvin Smith,LB,218
1976,73,J.T. Thomas,LB,236
1977,74,Alan Ball,CB,197
1978,72,Will Blackmon,CB,204
1979,72,Aaron Colvin,CB,186
1980,71,Dwayne Gratz,CB,201
1981,74,Jeremy Harris,CB,185
1982,72,Demetrius McCray,CB,185
1983,71,Rashaad Reynolds,CB,187
1984,75,Tommie Campbell,DB,198
1985,72,Matt Daniels,DB,212
1986,73,Sherrod Martin,DB,200
1987,73,Teddy Williams,DB,207
1988,72,Johnathan Cyprien,SS,217
1989,74,Craig Loston,SS,209
1990,72,Josh Evans,FS,205
1991,73,Josh Scobee,PK,210
1992,75,Bryan Anger,P,202
1993,75,Jake Locker,QB,223
1994,77,Zach Mettenberger,QB,244
1995,77,Jordan Palmer,QB,230
1996,77,Charlie Whitehurst,QB,226
1997,70,Antonio Andrews,RB,225
1998,74,Jackie Battle,RB,240
1999,71,Shonn Greene,RB,233
2000,68,Dexter McCluster,RB,170
2001,70,Bishop Sankey,RB,209
2002,68,Leon Washington,RB,192
2003,78,Kris Durham,WR,216
2004,74,Derek Hagan,WR,210
2005,76,Justin Hunter,WR,203
2006,73,Rico Richardson,WR,185
2007,71,Josh Stewart,WR,185
2008,73,Nate Washington,WR,183
2009,70,Kendall Wright,WR,191
2010,77,Brett Brackett,TE,246
2011,78,Chase Coffman,TE,250
2012,76,Matthew Mulligan,TE,267
2013,75,Craig Stevens,TE,263
2014,78,Taylor Thompson,TE,268
2015,72,Delanie Walker,TE,248
2016,76,Beau Brinkley,C,248
2017,76,Gabe Ikard,C,304
2018,75,Brian Schwenke,C,318
2019,75,Chris Spencer,C,308
2020,79,Terren Jones,OT,341
2021,79,Taylor Lewan,OT,309
2022,77,Jamon Meredith,OT,312
2023,76,Michael Oher,OT,315
2024,79,Michael Roos,OT,313
2025,77,Byron Stingily,OT,318
2026,78,Will Svitek,OT,305
2027,74,Andy Levitre,OG,303
2028,75,Eric Olsen,OG,305
2029,74,Chance Warmack,OG,323
2030,73,Jurrell Casey,DE,305
2031,75,Karl Klug,DE,278
2032,73,Mike Martin,DE,298
2033,80,Ropati Pitoitua,DE,298
2034,76,Sammie Hill,DT,328
2035,76,DaQuan Jones,DT,322
2036,76,Al Woods,DT,307
2037,73,Zach Brown,LB,248
2038,76,Kaelin Burnett,LB,240
2039,73,Zaviar Gooden,LB,231
2040,75,Quentin Groves,LB,265
2041,73,Colin McCarthy,LB,243
2042,74,Dontay Moch,LB,255
2043,75,Derrick Morgan,LB,261
2044,76,Justin Staples,LB,245
2045,73,Avery Williamson,LB,246
2046,76,Kamerion Wimbley,LB,258
2047,72,Wesley Woodyard,LB,233
2048,72,Jason McCourty,CB,193
2049,71,Coty Sensabaugh,CB,187
2050,71,Khalid Wooten,CB,212
2051,73,Blidi Wreh-Wilson,CB,198
2052,70,Brandon Harris,DB,189
2053,69,Jemea Thomas,DB,195
2054,71,Marqueston Huff,SS,196
2055,73,Bernard Pollard,SS,226
2056,73,Daimion Stafford,SS,218
2057,72,George Wilson,SS,210
2058,72,Michael Griffin,FS,215
2059,74,Ryan Succop,PK,218
2060,74,Brett Kern,P,214
